Cabo Verde;CPV;0.426324745;0.114325007;0.124620226;0.122139693;0.275501738;0.270602994;0.18530965;0.251215221;0.225144745;0.243596363;0.282118657;0.285963088;0.29892033;0.300530251;0.302005542;0.313269512;0.361570337;0.362836696;0.382243997;0.436078316;0.50527572;0.538634731;0.620892604;0.684613162;0.722772039;0.950344685;1.008255004;1.065225445;0.976154329;1.077485611;1.131390388;1.234937537;1.001605194;0.974526525;0.948113817;0.943404676;1.021783088
Costa Rica;CRI;1.031065989;0.916903813;0.826884773;0.811739979;0.751506912;0.828076173;0.927762449;0.955884377;0.993247052;0.978586469;0.94748052;1.042124116;1.153706048;1.172205422;1.523484215;1.372461525;1.307349047;1.341002525;1.397820177;1.42133612;1.381705453;1.428049411;1.542475173;1.591302752;1.640325621;1.602680619;1.633748883;1.844061519;1.821535135;1.748029084;1.653498575;1.591668491;1.565202005;1.627764831;1.635675761;1.549914766;1.637646665
Cuba;CUB;3.188045252;3.308449766;3.476160871;3.090090934;3.250043637;3.226174998;3.296155824;3.300664075;3.42734968;3.402387402;3.110569353;2.722367889;1.972102719;1.842114776;1.972476353;2.361199667;2.467842666;2.242964069;2.219395831;2.285285534;2.344271343;2.279749768;2.329599824;2.269590762;2.222618822;2.309299351;2.35365352;2.307209272;2.486661219;2.51245169;3.038892886;2.614653986;2.642483531;2.477553374;2.443066279;2.58233029;2.495218264
Curacao;CUW;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.44566304;33.89940321;37.72628905;40.48137739;33.76146157
Cayman Islands;CYM;9.952380952;9.134875445;9.252136017;9.365498862;9.820567756;9.795243232;9.872001958;10.04237839;9.827643777;10.67806481;9.851295828;10.22295057;11.22012239;11.47947986;12.01743462;11.28623391;11.30295024;11.25779954;11.1935871;10.61452251;11.00888826;10.59995448;10.67328174;10.38008235;9.645568035;9.602789225;9.53969255;10.9420811;10.8301694;10.07526843;9.835262564;10.13718511;9.080735439;8.933157579;8.979473442;9.030263755;8.732487334
Cyprus;CYP;4.681356278;4.421643042;4.484997875;4.464367786;4.561978117;4.408623177;4.977944521;5.697877729;5.606500705;5.78090053;6.141841733;6.25585731;6.604723143;6.839128374;7.508258174;6.396157043;6.93999471;6.591786263;7.045854417;6.886173041;7.397832056;7.167688248;7.187885122;7.798570398;7.258454011;7.300729228;7.449694741;7.704846138;7.930294398;7.386876948;6.92787243;6.601579968;6.096342351;5.199799627;5.260461605;5.287370638;5.662572734
Czech Republic;CZE;0;0;0;0;0;0;0;0;0;0;0;0;13.3903072;12.83965002;12.16751705;11.99069327;12.15218607;12.36493548;11.89897316;10.88597501;12.07224051;12.106198;11.73830862;11.9715307;11.45004644;11.76101358;11.9243967;11.97109098;11.23942273;10.31323737;10.76390766;10.28889525;9.832826758;9.702266881;9.231128627;9.468220309;9.673898662
Germany;DEU;0;0;0;0;0;0;0;0;0;0;0;11.62264617;11.06332025;10.81424893;10.62839192;10.57946663;10.8602336;10.5111126;10.42527316;10.01775877;10.09563988;10.3662867;10.0586725;9.971664889;9.888594551;9.673397699;9.914503042;9.496553659;9.490868973;8.797641866;9.267661332;9.091375416;9.177915792;9.398671707;8.895302257;8.900419299;8.840128794
Djibouti;DJI;0.970484177;0.8019854;0.904207688;0.884619682;0.867037587;0.844349209;0.831279533;0.792735505;0.658536217;0.689354171;0.546573667;0.555932002;0.548511188;0.545459543;0.530282824;0.523534712;0.518441585;0.527136487;0.501174935;0.487204543;0.511020313;0.500262614;0.535119193;0.555137229;0.527521277;0.529037834;0.516892934;0.573643834;0.61089865;0.553711361;0.615387087;0.554126048;0.553343025;0.647635609;0.681419523;0.686063241;0.6670057
Dominica;DMA;0.486894867;0.486927193;0.537805154;0.541559819;0.595848397;0.651234273;0.657231881;0.663553353;0.772455342;0.829602817;0.833184226;0.833716998;0.83170787;0.880108992;0.929099278;1.134687333;1.033889703;1.142707404;1.097200256;1.155208706;1.474170854;1.579219362;1.47022352;1.673951498;2.031954193;2.025995552;2.022299839;2.589872166;2.329831844;2.277286136;2.431628996;2.171780698;2.325301205;2.375267545;2.476134206;2.472725229;2.519850786
